sample_id,text,label,expected_action,intent,context,template_family,source_type,split
pv3_7eaa0f12a92bfe29,新闻报道围绕“返利押金”展开，说明其危害并要求上报，记录TR-0320。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_08,paired_contrast,train
pv3_03729851b0ade862,事项321：蛋糕预订按公开流程办理，参考编号TR-0321。,normal,pass,ordinary_use,benign,tr_pass_family_09,synthetic_template,train
pv3_91d570c5c6a1fb63,研究论文围绕“枪支武器”展开，只讨论合规边界，记录TR-0322。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_10,paired_contrast,train
pv3_8f70244e052341cf,事项323：医院挂号按公开流程办理，参考编号TR-0323。,normal,pass,ordinary_use,benign,tr_pass_family_11,synthetic_template,train
pv3_1d1196dd32ca0d7a,审核引用围绕“收款账户”展开，提醒公众不要模仿，记录TR-0324。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_00,paired_contrast,train
pv3_09c5facd1c947c5b,事项325：会议纪要按公开流程办理，参考编号TR-0325。,normal,pass,ordinary_use,benign,tr_pass_family_01,synthetic_template,train
pv3_422e95d1636237d6,安全培训围绕“车站袭击”展开，明确禁止现实操作，记录TR-0326。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_02,paired_contrast,train
pv3_c3c4d25094d6c6f8,事项327：图书借阅按公开流程办理，参考编号TR-0327。,normal,pass,ordinary_use,benign,tr_pass_family_03,synthetic_template,train
pv3_c114dcd08a443375,警方通报围绕“刷量业务”展开，已经拦截并移交处理，记录TR-0328。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_04,paired_contrast,train
pv3_61f79b29002651a0,事项329：天气提醒按公开流程办理，参考编号TR-0329。,normal,pass,ordinary_use,benign,tr_pass_family_05,synthetic_template,train
pv3_5d24ac49ea290617,新闻报道围绕“上门伤害”展开，说明其危害并要求上报，记录TR-0330。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_06,paired_contrast,train
pv3_e66e2edefcbe4489,事项331：公交时刻按公开流程办理，参考编号TR-0331。,normal,pass,ordinary_use,benign,tr_pass_family_07,synthetic_template,train
pv3_2f21788762effa45,研究论文围绕“泄露客户名单”展开，只讨论合规边界，记录TR-0332。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_08,paired_contrast,train
pv3_5447a971e3bbea77,事项333：退换货流程按公开流程办理，参考编号TR-0333。,normal,pass,ordinary_use,benign,tr_pass_family_09,synthetic_template,train
pv3_63dc2fc8aa1d2f47,审核引用围绕“烧毁房屋”展开，提醒公众不要模仿，记录TR-0334。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_10,paired_contrast,train
pv3_ab42f2949cdaa310,事项335：账号登录按公开流程办理，参考编号TR-0335。,normal,pass,ordinary_use,benign,tr_pass_family_11,synthetic_template,train
pv3_f3a173769e211211,安全培训围绕“隐藏优惠”展开，明确禁止现实操作，记录TR-0336。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_00,paired_contrast,train
pv3_2bba58df514b9d48,事项337：球赛训练按公开流程办理，参考编号TR-0337。,normal,pass,ordinary_use,benign,tr_pass_family_01,synthetic_template,train
pv3_e634e57aaf4bb004,警方通报围绕“武器照片”展开，已经拦截并移交处理，记录TR-0338。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_02,paired_contrast,train
pv3_9286753897d84bc1,事项339：代码审查按公开流程办理，参考编号TR-0339。,normal,pass,ordinary_use,benign,tr_pass_family_03,synthetic_template,train
pv3_c37920dee0b69f7d,新闻报道围绕“返利押金”展开，说明其危害并要求上报，记录TR-0340。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_04,paired_contrast,train
pv3_fa0bf3e4e5fc063a,事项341：版本记录按公开流程办理，参考编号TR-0341。,normal,pass,ordinary_use,benign,tr_pass_family_05,synthetic_template,train
pv3_1d52c9ac6aea2521,研究论文围绕“枪支武器”展开，只讨论合规边界，记录TR-0342。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_06,paired_contrast,train
pv3_5c15d5f4643329c1,事项343：社区检修按公开流程办理，参考编号TR-0343。,normal,pass,ordinary_use,benign,tr_pass_family_07,synthetic_template,train
pv3_8052a12aa9cd403c,审核引用围绕“收款账户”展开，提醒公众不要模仿，记录TR-0344。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_08,paired_contrast,train
pv3_0be048c582321a97,事项345：课程排期按公开流程办理，参考编号TR-0345。,normal,pass,ordinary_use,benign,tr_pass_family_09,synthetic_template,train
pv3_39f2b98bf3c9b941,安全培训围绕“车站袭击”展开，明确禁止现实操作，记录TR-0346。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_10,paired_contrast,train
pv3_a9d8736dc0635a03,事项347：展览导览按公开流程办理，参考编号TR-0347。,normal,pass,ordinary_use,benign,tr_pass_family_11,synthetic_template,train
pv3_0cfd2684522cbb5d,警方通报围绕“刷量业务”展开，已经拦截并移交处理，记录TR-0348。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_00,paired_contrast,train
pv3_a6ebf530e98faf65,事项349：邮箱加号标签按公开流程办理，参考编号TR-0349。,normal,pass,ordinary_use,benign,tr_pass_family_01,synthetic_template,train
pv3_3a8bf8c8c3e02499,新闻报道围绕“上门伤害”展开，说明其危害并要求上报，记录TR-0350。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_02,paired_contrast,train
pv3_ac0e313bf7eb0cd8,事项351：蛋糕预订按公开流程办理，参考编号TR-0351。,normal,pass,ordinary_use,benign,tr_pass_family_03,synthetic_template,train
pv3_604d2343c6f8fec3,研究论文围绕“泄露客户名单”展开，只讨论合规边界，记录TR-0352。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_04,paired_contrast,train
pv3_f59d7d340ac53766,事项353：医院挂号按公开流程办理，参考编号TR-0353。,normal,pass,ordinary_use,benign,tr_pass_family_05,synthetic_template,train
pv3_52f78fcfe8ee9d34,审核引用围绕“烧毁房屋”展开，提醒公众不要模仿，记录TR-0354。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_06,paired_contrast,train
pv3_f1291f016ba3672c,事项355：会议纪要按公开流程办理，参考编号TR-0355。,normal,pass,ordinary_use,benign,tr_pass_family_07,synthetic_template,train
pv3_cf13e9a0bd022029,安全培训围绕“隐藏优惠”展开，明确禁止现实操作，记录TR-0356。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_08,paired_contrast,train
pv3_da1ddaedb79dd2bf,事项357：图书借阅按公开流程办理，参考编号TR-0357。,normal,pass,ordinary_use,benign,tr_pass_family_09,synthetic_template,train
pv3_9e4e6393c77b2fee,警方通报围绕“武器照片”展开，已经拦截并移交处理，记录TR-0358。,normal,pass,safe_discussion,hard_negative_safe_context,tr_pass_family_10,paired_contrast,train
pv3_e8916819bd66835c,事项359：天气提醒按公开流程办理，参考编号TR-0359。,normal,pass,ordinary_use,benign,tr_pass_family_11,synthetic_template,train
pv3_f46b0bf93995e117,日常安排0保持不变，但私聊个人号拿隐藏优惠；编号TR-0000。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_00,paired_contrast,train
pv3_261e1819bf280ef5,日常安排1保持不变，但页面出现裸聊入口；编号TR-0001。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_01,paired_contrast,train
pv3_25eaf40e70773fe2,日常安排2保持不变，但再打断就推你一下；编号TR-0002。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_02,paired_contrast,train
pv3_206236d021ce10c4,日常安排3保持不变，但公开备注焦虑治疗中；编号TR-0003。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_03,paired_contrast,train
pv3_3198eab3f147fc73,日常安排4保持不变，但扫码进入私域群；编号TR-0004。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_04,paired_contrast,train
pv3_bebc617d97e7598a,日常安排5保持不变，但侧栏加入露骨内容按钮；编号TR-0005。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_05,paired_contrast,train
pv3_71973ce7f73083ff,日常安排6保持不变，但不同意就给你一耳光；编号TR-0006。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_06,paired_contrast,train
pv3_75aed53eb50efdaf,日常安排7保持不变，但列表展示独居住户门牌；编号TR-0007。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_07,paired_contrast,train
pv3_91c388ee7cf59d6a,日常安排8保持不变，但私信领取内部价；编号TR-0008。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_08,paired_contrast,train
pv3_26e1021545f1fea7,日常安排9保持不变，但简介夹带成人直播入口；编号TR-0009。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_09,paired_contrast,train
pv3_7d55fd28190db942,日常安排10保持不变，但再敲门就踹你；编号TR-0010。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_10,paired_contrast,train
pv3_6fa130b9730ec14e,日常安排11保持不变，但页面写出服药状态；编号TR-0011。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_11,paired_contrast,train
pv3_432b7c63dfb0363b,日常安排12保持不变，但页面夹带团购入口；编号TR-0012。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_00,paired_contrast,train
pv3_baea216caf142370,日常安排13保持不变，但播客中场宣传付费自拍；编号TR-0013。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_01,paired_contrast,train
pv3_b3e8900eb40e1965,日常安排14保持不变，但谁再嘲笑就打谁；编号TR-0014。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_02,paired_contrast,train
pv3_988f445287bb19b9,日常安排15保持不变，但工单暴露诊疗情况；编号TR-0015。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_03,paired_contrast,train
pv3_42e7b4ebd078a019,日常安排16保持不变，但备注要求私下转账；编号TR-0016。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_04,paired_contrast,train
pv3_3541a46b412569bc,日常安排17保持不变，但资料页跳转成人聊天室；编号TR-0017。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_05,paired_contrast,train
pv3_7aca63feda84731f,日常安排18保持不变，但继续争执就收拾你；编号TR-0018。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_06,paired_contrast,train
pv3_d193852929c5df27,日常安排19保持不变，但预约单公开亲密关系；编号TR-0019。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_07,paired_contrast,train
pv3_8adde68bffd2be04,日常安排20保持不变，但私聊个人号拿隐藏优惠；编号TR-0020。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_08,paired_contrast,train
pv3_26535f615afafeb7,日常安排21保持不变，但页面出现裸聊入口；编号TR-0021。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_09,paired_contrast,train
pv3_d31601aa896948cd,日常安排22保持不变，但再打断就推你一下；编号TR-0022。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_10,paired_contrast,train
pv3_a6357a8cc3468d26,日常安排23保持不变，但公开备注焦虑治疗中；编号TR-0023。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_11,paired_contrast,train
pv3_4488a08c17dba1b3,日常安排24保持不变，但扫码进入私域群；编号TR-0024。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_00,paired_contrast,train
pv3_79d5c778ccc3e370,日常安排25保持不变，但侧栏加入露骨内容按钮；编号TR-0025。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_01,paired_contrast,train
pv3_1316f5c973dc795a,日常安排26保持不变，但不同意就给你一耳光；编号TR-0026。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_02,paired_contrast,train
pv3_04deaed0b9fc0834,日常安排27保持不变，但列表展示独居住户门牌；编号TR-0027。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_03,paired_contrast,train
pv3_b0826d125893675c,日常安排28保持不变，但私信领取内部价；编号TR-0028。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_04,paired_contrast,train
pv3_7425e414fd8fbc49,日常安排29保持不变，但简介夹带成人直播入口；编号TR-0029。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_05,paired_contrast,train
pv3_680d807a3686dddb,日常安排30保持不变，但再敲门就踹你；编号TR-0030。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_06,paired_contrast,train
pv3_044dba18d10e7d45,日常安排31保持不变，但页面写出服药状态；编号TR-0031。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_07,paired_contrast,train
pv3_2abadc76afb7b3bc,日常安排32保持不变，但页面夹带团购入口；编号TR-0032。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_08,paired_contrast,train
pv3_37cb520a04f4bbbe,日常安排33保持不变，但播客中场宣传付费自拍；编号TR-0033。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_09,paired_contrast,train
pv3_3a6774862152bad0,日常安排34保持不变，但谁再嘲笑就打谁；编号TR-0034。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_10,paired_contrast,train
pv3_d88f770b70e15767,日常安排35保持不变，但工单暴露诊疗情况；编号TR-0035。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_11,paired_contrast,train
pv3_344b8e9b581b893d,日常安排36保持不变，但备注要求私下转账；编号TR-0036。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_00,paired_contrast,train
pv3_9f2b6b0becc52dbb,日常安排37保持不变，但资料页跳转成人聊天室；编号TR-0037。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_01,paired_contrast,train
pv3_d2931b131fd0af20,日常安排38保持不变，但继续争执就收拾你；编号TR-0038。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_02,paired_contrast,train
pv3_be7aa149361f7e68,日常安排39保持不变，但预约单公开亲密关系；编号TR-0039。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_03,paired_contrast,train
pv3_116dd2d2f85ad1b2,日常安排40保持不变，但私聊个人号拿隐藏优惠；编号TR-0040。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_04,paired_contrast,train
pv3_9f95074a27f0d202,日常安排41保持不变，但页面出现裸聊入口；编号TR-0041。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_05,paired_contrast,train
pv3_7b716916cdcd0a5d,日常安排42保持不变，但再打断就推你一下；编号TR-0042。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_06,paired_contrast,train
pv3_6103afa0b4522704,日常安排43保持不变，但公开备注焦虑治疗中；编号TR-0043。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_07,paired_contrast,train
pv3_64b049bb979518cc,日常安排44保持不变，但扫码进入私域群；编号TR-0044。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_08,paired_contrast,train
pv3_ee8ba0be5c948207,日常安排45保持不变，但侧栏加入露骨内容按钮；编号TR-0045。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_09,paired_contrast,train
pv3_f4de5466ac11b83b,日常安排46保持不变，但不同意就给你一耳光；编号TR-0046。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_10,paired_contrast,train
pv3_76d29725536196d7,日常安排47保持不变，但列表展示独居住户门牌；编号TR-0047。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_11,paired_contrast,train
pv3_eb794f7ab3f54a3c,日常安排48保持不变，但私信领取内部价；编号TR-0048。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_00,paired_contrast,train
pv3_14970f8ac082129b,日常安排49保持不变，但简介夹带成人直播入口；编号TR-0049。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_01,paired_contrast,train
pv3_767ec5b9687f7d41,日常安排50保持不变，但再敲门就踹你；编号TR-0050。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_02,paired_contrast,train
pv3_c05f64142826e7ba,日常安排51保持不变，但页面写出服药状态；编号TR-0051。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_03,paired_contrast,train
pv3_f8a1a392aea24788,日常安排52保持不变，但页面夹带团购入口；编号TR-0052。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_04,paired_contrast,train
pv3_bea88dba03c05613,日常安排53保持不变，但播客中场宣传付费自拍；编号TR-0053。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_05,paired_contrast,train
pv3_8bd1bf6be9c976dc,日常安排54保持不变，但谁再嘲笑就打谁；编号TR-0054。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_06,paired_contrast,train
pv3_816cf6fa387ee9bf,日常安排55保持不变，但工单暴露诊疗情况；编号TR-0055。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_07,paired_contrast,train
pv3_55a496c72f4584ae,日常安排56保持不变，但备注要求私下转账；编号TR-0056。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_08,paired_contrast,train
pv3_be559256d6a973b1,日常安排57保持不变，但资料页跳转成人聊天室；编号TR-0057。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_09,paired_contrast,train
pv3_b3b3b8d8f7eba4d4,日常安排58保持不变，但继续争执就收拾你；编号TR-0058。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_10,paired_contrast,train
pv3_d004d049442936f5,日常安排59保持不变，但预约单公开亲密关系；编号TR-0059。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_11,paired_contrast,train
pv3_2ab27f53d503ce4d,日常安排60保持不变，但私聊个人号拿隐藏优惠；编号TR-0060。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_00,paired_contrast,train
pv3_d476f52094f90fbc,日常安排61保持不变，但页面出现裸聊入口；编号TR-0061。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_01,paired_contrast,train
pv3_22d8bbc99d2d4451,日常安排62保持不变，但再打断就推你一下；编号TR-0062。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_02,paired_contrast,train
pv3_48dd511a38d94b70,日常安排63保持不变，但公开备注焦虑治疗中；编号TR-0063。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_03,paired_contrast,train
pv3_3315f8c88dbf76bb,日常安排64保持不变，但扫码进入私域群；编号TR-0064。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_04,paired_contrast,train
pv3_01a0864228c0b25c,日常安排65保持不变，但侧栏加入露骨内容按钮；编号TR-0065。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_05,paired_contrast,train
pv3_ec23d57859e68c73,日常安排66保持不变，但不同意就给你一耳光；编号TR-0066。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_06,paired_contrast,train
pv3_e669d2fb5e09b833,日常安排67保持不变，但列表展示独居住户门牌；编号TR-0067。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_07,paired_contrast,train
pv3_aebc9707f76101d7,日常安排68保持不变，但私信领取内部价；编号TR-0068。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_08,paired_contrast,train
pv3_16cf096d0a2de364,日常安排69保持不变，但简介夹带成人直播入口；编号TR-0069。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_09,paired_contrast,train
pv3_cb46d9079bea8c94,日常安排70保持不变，但再敲门就踹你；编号TR-0070。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_10,paired_contrast,train
pv3_ff2455150c285f21,日常安排71保持不变，但页面写出服药状态；编号TR-0071。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_11,paired_contrast,train
pv3_fa0fd0e5374946d9,日常安排72保持不变，但页面夹带团购入口；编号TR-0072。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_00,paired_contrast,train
pv3_afa6e9b75fa9eb9c,日常安排73保持不变，但播客中场宣传付费自拍；编号TR-0073。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_01,paired_contrast,train
pv3_6f1f4602f90467ca,日常安排74保持不变，但谁再嘲笑就打谁；编号TR-0074。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_02,paired_contrast,train
pv3_6e099fa9a7ddca51,日常安排75保持不变，但工单暴露诊疗情况；编号TR-0075。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_03,paired_contrast,train
pv3_7a35f178129bb9b9,日常安排76保持不变，但备注要求私下转账；编号TR-0076。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_04,paired_contrast,train
pv3_86926bf189a4d872,日常安排77保持不变，但资料页跳转成人聊天室；编号TR-0077。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_05,paired_contrast,train
pv3_852473f7d28ceec2,日常安排78保持不变，但继续争执就收拾你；编号TR-0078。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_06,paired_contrast,train
pv3_eb0a8e917db68ab5,日常安排79保持不变，但预约单公开亲密关系；编号TR-0079。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_07,paired_contrast,train
pv3_d26a839ed74f9e2b,日常安排80保持不变，但私聊个人号拿隐藏优惠；编号TR-0080。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_08,paired_contrast,train
pv3_9c5ee81c27c073dc,日常安排81保持不变，但页面出现裸聊入口；编号TR-0081。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_09,paired_contrast,train
pv3_29135427a604c5a0,日常安排82保持不变，但再打断就推你一下；编号TR-0082。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_10,paired_contrast,train
pv3_039b3a131d8bd959,日常安排83保持不变，但公开备注焦虑治疗中；编号TR-0083。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_11,paired_contrast,train
pv3_dcb0fbf2e96d3563,日常安排84保持不变，但扫码进入私域群；编号TR-0084。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_00,paired_contrast,train
pv3_546c56f072a031c8,日常安排85保持不变，但侧栏加入露骨内容按钮；编号TR-0085。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_01,paired_contrast,train
pv3_9825bc49c925c33d,日常安排86保持不变，但不同意就给你一耳光；编号TR-0086。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_02,paired_contrast,train
pv3_8f5d5d261860e95e,日常安排87保持不变，但列表展示独居住户门牌；编号TR-0087。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_03,paired_contrast,train
pv3_bc50366ee2f17169,日常安排88保持不变，但私信领取内部价；编号TR-0088。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_04,paired_contrast,train
pv3_dc016a1403b492b1,日常安排89保持不变，但简介夹带成人直播入口；编号TR-0089。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_05,paired_contrast,train
pv3_2a4c2251518f8b88,日常安排90保持不变，但再敲门就踹你；编号TR-0090。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_06,paired_contrast,train
pv3_ef711a62265d69c1,日常安排91保持不变，但页面写出服药状态；编号TR-0091。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_07,paired_contrast,train
pv3_7d7f4b56993c12c0,日常安排92保持不变，但页面夹带团购入口；编号TR-0092。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_08,paired_contrast,train
pv3_59f21c98ef3633db,日常安排93保持不变，但播客中场宣传付费自拍；编号TR-0093。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_09,paired_contrast,train
pv3_6ab85a09af49fb26,日常安排94保持不变，但谁再嘲笑就打谁；编号TR-0094。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_10,paired_contrast,train
pv3_0b5adc9150c21b22,日常安排95保持不变，但工单暴露诊疗情况；编号TR-0095。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_11,paired_contrast,train
pv3_c9a89961a9751a80,日常安排96保持不变，但备注要求私下转账；编号TR-0096。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_00,paired_contrast,train
pv3_9c8bc81f58bbe4fd,日常安排97保持不变，但资料页跳转成人聊天室；编号TR-0097。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_01,paired_contrast,train
pv3_c4e9722c157f0398,日常安排98保持不变，但继续争执就收拾你；编号TR-0098。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_02,paired_contrast,train
pv3_00d6488db06eba3e,日常安排99保持不变，但预约单公开亲密关系；编号TR-0099。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_03,paired_contrast,train
pv3_390818b451994fc5,日常安排100保持不变，但私聊个人号拿隐藏优惠；编号TR-0100。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_04,paired_contrast,train
pv3_b956327ff44a4f5b,日常安排101保持不变，但页面出现裸聊入口；编号TR-0101。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_05,paired_contrast,train
pv3_be627190a057ff75,日常安排102保持不变，但再打断就推你一下；编号TR-0102。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_06,paired_contrast,train
pv3_b45ef103f4c241e4,日常安排103保持不变，但公开备注焦虑治疗中；编号TR-0103。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_07,paired_contrast,train
pv3_3f4f6504772b23a1,日常安排104保持不变，但扫码进入私域群；编号TR-0104。,ad,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_08,paired_contrast,train
pv3_2133dff90567bf1c,日常安排105保持不变，但侧栏加入露骨内容按钮；编号TR-0105。,porn,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_09,paired_contrast,train
pv3_f57750a3cb7b62b4,日常安排106保持不变，但不同意就给你一耳光；编号TR-0106。,violence,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_10,paired_contrast,train
pv3_22441b1ef2c662b6,日常安排107保持不变，但列表展示独居住户门牌；编号TR-0107。,sensitive,sanitize,contextual_risk_insert,mixed_benign_risk,tr_sanitize_family_11,paired_contrast,train
